task_lang,transfer_lang,accuracy,f1_score
ps,sv,0.41,0.5940674325674327
cy,sv,0.475,0.6420092121328963
ml,sv,0.636,0.7613230269730269
ru,sv,0.5033,0.7205249125487515
si,sv,0.54,0.6901190476190476
nap,sv,0.5,0.6723385046326225
gl,sv,0.6418,0.7539787996824298
gn,sv,0.46,0.5977052947052947
rm,sv,0.44,0.6668684093684095
tt,sv,0.632,0.808327931708814
ko,sv,0.3636,0.5935946709456693
vec,sv,0.49,0.6611489066489067
gan,sv,0.43,0.6572222222222223
arc,sv,0.15,0.2912301587301587
ja,sv,0.1606,0.5306855359990886
gd,sv,0.34,0.4838080808080808
gu,sv,0.55,0.7662789432789432
szl,sv,0.46,0.5617777777777778
nds,sv,0.53,0.7323730158730157
io,sv,0.55,0.7044895572263994
mn,sv,0.42,0.634035853035853
cdo,sv,0.25,0.3812424764777705
ka,sv,0.5616,0.7427398106047719
min,sv,0.26,0.5138816183816184
ur,sv,0.539,0.7191317957670125
ga,sv,0.59,0.7285309682835225
mt,sv,0.48,0.65320202020202
bo,sv,0.3,0.3483571428571428
ig,sv,0.44,0.5315584415584415
lt,sv,0.566,0.7192234593983586
jbo,sv,0.44,0.5269999999999999
sq,sv,0.545,0.7026283091521481
bh,sv,0.59,0.7250137085137085
yo,sv,0.27,0.4329753579753579
uz,sv,0.769,0.8467300033300034
it,sv,0.4975,0.7128890364863895
vls,sv,0.54,0.6943564213564214
sh,sv,0.5742,0.7565571384111245
ta,sv,0.512,0.7016821469380293
sv,sv,0.899,0.9536311158801638
arz,sv,0.52,0.7441006771006771
fr,sv,0.5999,0.7469865332620595
ay,sv,0.51,0.5433968253968254
ms,sv,0.485,0.6239204891513717
uk,sv,0.5429,0.7775107487395646
af,sv,0.577,0.73781059460835
da,sv,0.6352,0.7857569010298268
th,sv,0.1043,0.3320559089053361
ne,sv,0.49,0.7408326687931951
mr,sv,0.602,0.7597434958230624
dv,sv,0.28,0.469429181929182
vo,sv,0.58,0.58
cv,sv,0.52,0.747925740925741
cs,sv,0.5383,0.7345444801706721
vep,sv,0.29,0.6160931860537123
de,sv,0.6391,0.7816234820184975
xmf,sv,0.48,0.6249083694083695
mwl,sv,0.33,0.5805916305916307
ar,sv,0.5016,0.6889260040595798
id,sv,0.3784,0.6321107599392352
sa,sv,0.39,0.5621349206349207
pt,sv,0.6297,0.7460861174042676
az,sv,0.573,0.7687341917886036
hy,sv,0.585,0.8274798925962239
ku,sv,0.62,0.7386349206349208
rw,sv,0.51,0.5931042780748663
yi,sv,0.48,0.66802886002886
hu,sv,0.6044,0.7836514140305858
hi,sv,0.618,0.7624768439077263
ace,sv,0.28,0.5257321289821291
bs,sv,0.583,0.7749161841426546
zh-yue,sv,0.2719,0.5808634490973423
ceb,sv,0.66,0.7229696969696972
lmo,sv,0.49,0.7002494159607163
fi,sv,0.5704,0.7515013234340479
bg,sv,0.5874,0.7474433030419873
csb,sv,0.49,0.6515131078072255
eml,sv,0.35,0.5139594670035845
co,sv,0.54,0.6105252525252525
nn,sv,0.66,0.7953849015277809
mi,sv,0.32,0.6892222222222222
fiu-vro,sv,0.45,0.6245508870214753
kn,sv,0.54,0.723484126984127
ln,sv,0.43,0.5987485782191665
nov,sv,0.6,0.8238972051340474
sl,sv,0.5941,0.7403894930508089
diq,sv,0.43,0.6162142857142857
hak,sv,0.43,0.5100054945054944
br,sv,0.422,0.5696292633235357
mzn,sv,0.14,0.5655957375957376
no,sv,0.6554,0.7951216243835284
als,sv,0.45,0.7361544975492342
wa,sv,0.4,0.4782222222222222
su,sv,0.34,0.5963650793650793
sw,sv,0.511,0.6087399499193616
tg,sv,0.49,0.6991729479670655
ksh,sv,0.32,0.5139593837535014
ug,sv,0.41,0.527015873015873
hr,sv,0.5752,0.762156726731301
bar,sv,0.75,0.8134126984126985
el,sv,0.6599,0.7886617309582403
sd,sv,0.35,0.7065956820956822
scn,sv,0.55,0.6834136974136973
sk,sv,0.6501,0.7948278636422057
ba,sv,0.59,0.738422965922966
pl,sv,0.5443,0.7509306332702385
bat-smg,sv,0.54,0.6122936507936508
ext,sv,0.38,0.5273243978243979
simple,sv,0.6,0.7683894361572381
am,sv,0.34,0.4789264069264069
mk,sv,0.688,0.802920772416438
es,sv,0.6633,0.7878865613462904
sco,sv,0.42,0.6575155334861218
lb,sv,0.491,0.701228850397968
lij,sv,0.27,0.4659081212904741
sah,sv,0.45,0.5722820512820512
zh-min-nan,sv,0.3,0.5439942279942279
frr,sv,0.49,0.6228571428571429
qu,sv,0.48,0.5377624140565317
mhr,sv,0.31,0.5247127317127317
tr,sv,0.6167,0.7658373875496708
cbk-zam,sv,0.27,0.6711464646464647
zea,sv,0.56,0.7241666666666666
ckb,sv,0.529,0.6522962148962149
tl,sv,0.617,0.7030998475209
crh,sv,0.43,0.604544733044733
an,sv,0.713,0.7689641960980196
li,sv,0.6,0.7036498599439777
ang,sv,0.46,0.5850270774976657
pa,sv,0.49,0.6430060854178501
fa,sv,0.6379,0.7764749508137202
my,sv,0.32,0.6134907478142771
fur,sv,0.42,0.5626479076479076
pdc,sv,0.35,0.5193210678210679
he,sv,0.4105,0.6761457116576234
zh-classical,sv,0.18,0.4796903472344648
so,sv,0.61,0.6809682539682541
mg,sv,0.43,0.832963702963703
os,sv,0.35,0.6092792207792208
km,sv,0.44,0.5481483516483516
be-x-old,sv,0.546,0.7023467252733506
ca,sv,0.5957,0.7108527304498048
nl,sv,0.6345,0.775495740662846
en,sv,0.4415,0.6792751758544173
ro,sv,0.6042,0.8121997182349815
vi,sv,0.4108,0.677325962310823
wuu,sv,0.37,0.6025555555555555
jv,sv,0.49,0.7100923520923521
te,sv,0.548,0.6997311827061826
be,sv,0.565,0.7477347714205299
tk,sv,0.5,0.6393441558441558
ia,sv,0.4,0.6375853601163199
ce,sv,0.25,0.6702317682317681
hsb,sv,0.44,0.6659276377217554
pms,sv,0.53,0.7269960507328928
pnb,sv,0.55,0.6345909090909091
kk,sv,0.528,0.7386988955488956
map-bms,sv,0.59,0.7081196581196582
sr,sv,0.5787,0.7373778009305796
ast,sv,0.708,0.7867574048328693
eu,sv,0.5543,0.7649927003053706
la,sv,0.531,0.6504916110806978
lv,sv,0.4876,0.7041905354294827
war,sv,0.66,0.768949272949273
et,sv,0.5599,0.7402058966154246
bn,sv,0.646,0.7252163117927823
oc,sv,0.41,0.5323692973692974
ky,sv,0.38,0.579583694083694
is,sv,0.627,0.7649545862634097
as,sv,0.54,0.7189532689532689
or,sv,0.14,0.4881207681207681
eo,sv,0.5468,0.6767255962114941
fo,sv,0.58,0.7680466853408031
fy,sv,0.654,0.7762226732847476
it,ta,0.451,0.7414229390784655
jbo,ta,0.51,0.5788571428571428
pa,ta,0.57,0.7745826493767671
as,ta,0.63,0.7405707984825632
ur,ta,0.565,0.7552773004773005
zea,ta,0.52,0.7407539682539683
vep,ta,0.38,0.6460317460317461
ne,ta,0.6,0.8370086318909848
am,ta,0.53,0.6189242424242424
pnb,ta,0.55,0.6255
sco,ta,0.45,0.7222727272727273
cs,ta,0.5055,0.7525317777466771
he,ta,0.4575,0.7172002090668189
sk,ta,0.5359,0.7699782688862566
co,ta,0.55,0.6201428571428571
diq,ta,0.42,0.631993894993895
fr,ta,0.3937,0.7116845095650822
cbk-zam,ta,0.41,0.639021645021645
nl,ta,0.4959,0.7444198688325778
ps,ta,0.49,0.6732222222222223
lb,ta,0.586,0.7737448149889325
mzn,ta,0.45,0.7597258297258297
rw,ta,0.57,0.6702655122655123
ca,ta,0.4178,0.7387354083481018
nap,ta,0.54,0.6706843711843712
bs,ta,0.526,0.7685409069001174
kk,ta,0.548,0.7993579913550503
frr,ta,0.48,0.5858809523809523
gl,ta,0.4895,0.7676964191175182
ig,ta,0.54,0.6449444444444444
ckb,ta,0.574,0.7054659951159952
gd,ta,0.3,0.4839249084249084
sq,ta,0.593,0.773065515040515
tg,ta,0.67,0.7891378066378067
nn,ta,0.499,0.7384595304849948
ky,ta,0.49,0.6959321789321788
te,ta,0.579,0.7514639611850139
cy,ta,0.395,0.6305205849705848
crh,ta,0.44,0.6217640692640692
bg,ta,0.5879,0.7825697937863649
dv,ta,0.36,0.5687489177489178
en,ta,0.3376,0.6724373657474277
ace,ta,0.38,0.5756403596403596
be-x-old,ta,0.587,0.7502720996152111
nov,ta,0.51,0.8259337068160599
xmf,ta,0.52,0.696656162464986
br,ta,0.344,0.5869282128002717
fo,ta,0.53,0.731559163059163
bat-smg,ta,0.49,0.6200555555555556
ru,ta,0.4596,0.7237775891110954
sh,ta,0.509,0.7066281830244059
ml,ta,0.727,0.8210682262182262
hu,ta,0.5494,0.772438840689754
rm,ta,0.49,0.6713968253968254
ug,ta,0.42,0.547603896103896
ba,ta,0.62,0.7603607503607503
cv,ta,0.52,0.7270677100677099
ga,ta,0.382,0.7021274770808826
lv,ta,0.5773,0.7516142026514937
vo,ta,0.3,0.4972539682539682
gan,ta,0.42,0.6458333333333333
ceb,ta,0.35,0.5853827838827839
lt,ta,0.5995,0.7875360361679945
vec,ta,0.45,0.6879873737373736
my,ta,0.38,0.717436174936175
mg,ta,0.43,0.6765468975468975
ast,ta,0.441,0.7598924994939702
fa,ta,0.5514,0.8064762757727308
nds,ta,0.52,0.7647702852702853
bh,ta,0.62,0.7398369408369407
als,ta,0.41,0.7017146627881923
bar,ta,0.51,0.6569444444444444
tt,ta,0.651,0.8061565548830256
mn,ta,0.63,0.7641623376623378
cdo,ta,0.22,0.3084578754578755
ia,ta,0.37,0.6620129870129872
scn,ta,0.39,0.6286111111111111
km,ta,0.41,0.5766666666666667
ksh,ta,0.53,0.6753888888888889
gu,ta,0.54,0.782070596070596
si,ta,0.67,0.7366147186147185
li,ta,0.54,0.7875173160173161
zh-yue,ta,0.3575,0.6329997958998346
ar,ta,0.5599,0.7525158670569198
fy,ta,0.495,0.7386761953732542
qu,ta,0.44,0.6639523809523808
sa,ta,0.45,0.6271825396825396
mk,ta,0.559,0.7732577458746964
af,ta,0.546,0.7743309052059053
hi,ta,0.657,0.8078505072412968
ce,ta,0.2,0.6354740259740259
mr,ta,0.662,0.8157340912613358
fi,ta,0.5422,0.7779450648723482
ku,ta,0.61,0.7966666666666667
os,ta,0.4,0.692981240981241
simple,ta,0.429,0.7554774273370249
so,ta,0.48,0.6515238095238095
zh-min-nan,ta,0.35,0.5726298146298147
ka,ta,0.5692,0.7600960698408918
be,ta,0.663,0.8071537379287379
szl,ta,0.53,0.6326507936507936
hy,ta,0.466,0.6760556918571624
yi,ta,0.41,0.6536746031746031
is,ta,0.569,0.7724278943278944
el,ta,0.6282,0.7626789834417388
bn,ta,0.694,0.7855691367284247
tl,ta,0.281,0.6109158085378674
io,ta,0.46,0.6623961038961039
wa,ta,0.44,0.5836940836940837
sv,ta,0.524,0.7826585090657536
war,ta,0.3,0.5996652236652237
kn,ta,0.58,0.7379291819291819
eu,ta,0.5094,0.7578088517064291
gn,ta,0.5,0.6432698412698413
ang,ta,0.41,0.6160324675324674
uk,ta,0.5634,0.7901075697676936
da,ta,0.5331,0.7729047414273034
de,ta,0.5179,0.7570376244472762
eo,ta,0.4864,0.7024671836926404
mwl,ta,0.41,0.6710094219505983
wuu,ta,0.41,0.6327777777777778
fur,ta,0.42,0.6286666666666667
zh-classical,ta,0.39,0.5640001124606389
map-bms,ta,0.43,0.5972813852813853
tr,ta,0.5572,0.7760412992442715
ko,ta,0.4436,0.6742506190446981
csb,ta,0.52,0.6674369519369521
sl,ta,0.5281,0.7250746106198583
sah,ta,0.43,0.5935445665445666
sd,ta,0.34,0.6877828282828282
ext,ta,0.39,0.5434603174603175
es,ta,0.4036,0.7414653082727386
hr,ta,0.4902,0.7365253826376582
jv,ta,0.5,0.7409948384948386
th,ta,0.1192,0.3245303510876808
mt,ta,0.51,0.7288095238095238
mi,ta,0.37,0.6907857142857142
su,ta,0.45,0.6804325396825398
et,ta,0.5577,0.7907829852045098
ta,ta,0.778,0.8838588098176333
vls,ta,0.48,0.7429191919191919
id,ta,0.4413,0.6972972691146143
lmo,ta,0.29,0.6237059329559329
sr,ta,0.5438,0.7777105674519839
arc,ta,0.12,0.3296349206349206
eml,ta,0.34,0.4727301587301587
arz,ta,0.57,0.8115047175047175
no,ta,0.5443,0.7767498100042373
oc,ta,0.46,0.6746024531024531
yo,ta,0.31,0.4843577533577533
lij,ta,0.34,0.5444760794760795
ln,ta,0.45,0.5646111111111112
hak,ta,0.28,0.3477142857142857
pt,ta,0.3804,0.7256935565896092
sw,ta,0.251,0.5407635253635253
ro,ta,0.3577,0.6899056343879718
fiu-vro,ta,0.55,0.6822142857142858
pms,ta,0.3,0.6282562568150803
min,ta,0.41,0.6306269841269841
la,ta,0.384,0.7189880031561147
vi,ta,0.3304,0.6931151629820128
tk,ta,0.62,0.7192337662337661
pl,ta,0.4936,0.7487932194276312
an,ta,0.488,0.7861106116106117
pdc,ta,0.45,0.6017099567099568
ay,ta,0.28,0.4218571428571428
mhr,ta,0.39,0.6409277389277389
uz,ta,0.683,0.8517516317016318
or,ta,0.2,0.5548100233100233
ja,ta,0.1647,0.5477441327532118
hsb,ta,0.49,0.7153748473748474
ilo,ta,0.38,0.6196655844155844
zh,ta,0.2647,0.6165661830120345
az,ta,0.531,0.7705752859885213
ms,ta,0.344,0.6497390491861081
bo,ta,0.13,0.2773333333333333
th,th,0.6157,0.7645516984546241
wuu,th,0.0,0.1564480519480519
rw,th,0.0,0.232802912773501
be,th,0.032,0.2707542937454703
lv,th,0.0374,0.2953355975955589
nl,th,0.0354,0.2519731556730163
yi,th,0.03,0.198525974025974
ace,th,0.02,0.2242778887778888
ne,th,0.01,0.3533355533355533
ckb,th,0.042,0.3133447825050766
cy,th,0.005,0.1726207809218645
sd,th,0.0,0.2181026196026195
de,th,0.0293,0.2506494464075656
bh,th,0.05,0.2408459873459872
sk,th,0.0558,0.2879271681818353
pnb,th,0.0,0.3709829712770888
csb,th,0.0,0.1547885545826722
is,th,0.021,0.1735733803777921
dv,th,0.0,0.1238361083361083
ba,th,0.01,0.313002109002109
nds,th,0.03,0.1972611832611832
tr,th,0.0492,0.3025484228714182
tt,th,0.025,0.3619385147532206
as,th,0.1,0.2569595404595404
map-bms,th,0.05,0.2742380952380952
ta,th,0.021,0.2613689300637443
co,th,0.02,0.2268809523809523
te,th,0.003,0.2069535754665011
ms,th,0.1,0.354982461149102
yo,th,0.0,0.073309829059829
ps,th,0.01,0.2817748917748918
mn,th,0.04,0.3636555944055944
szl,th,0.0,0.1367101232101232
xmf,th,0.03,0.1382319363642893
pdc,th,0.05,0.196469696969697
sv,th,0.0286,0.2192033757101172
nov,th,0.1,0.2634761904761904
so,th,0.0,0.2328419913419913
ca,th,0.0625,0.2911498203456329
hi,th,0.026,0.2647203992172258
sr,th,0.0933,0.2926640076323745
el,th,0.0149,0.228284066794059
fur,th,0.03,0.2016185481185481
bg,th,0.0275,0.2600112687639158
lij,th,0.0,0.2226434121434121
bat-smg,th,0.01,0.1935394327894327
sh,th,0.1335,0.4824810143880886
simple,th,0.093,0.3276653223281706
ext,th,0.03,0.1852827727827727
uz,th,0.065,0.3241126956376956
ja,th,0.1133,0.3729175458846279
pms,th,0.01,0.1705395421571892
fa,th,0.1507,0.400922423586905
min,th,0.03,0.3166370851370851
da,th,0.0323,0.2353158561734103
fo,th,0.02,0.175062504488975
arz,th,0.05,0.2525627705627705
ku,th,0.05,0.2272417027417027
vep,th,0.05,0.2966993561993562
scn,th,0.06,0.3326717171717171
bar,th,0.07,0.2670981240981241
sco,th,0.05,0.2666378343878344
ml,th,0.017,0.2422896789485025
zh-classical,th,0.04,0.3031064213564213
hu,th,0.0288,0.2150827188961709
he,th,0.0298,0.254046590082604
ga,th,0.03,0.249041898306372
sa,th,0.0,0.1337933455433455
ang,th,0.05,0.2196243478743478
ce,th,0.01,0.1837294404941463
ilo,th,0.1,0.2602893217893218
lb,th,0.018,0.1705181154500814
hy,th,0.052,0.3431089794192735
vec,th,0.04,0.2346341991341991
vi,th,0.077,0.3234271706277898
gd,th,0.03,0.20655772005772
jbo,th,0.0,0.1721843156843157
sah,th,0.03,0.2361469853675736
mt,th,0.01,0.2294151041596862
ky,th,0.0,0.1564744699744699
als,th,0.01,0.1559322303083913
or,th,0.0,0.1693450030361795
uk,th,0.0941,0.3139243413853089
ru,th,0.0434,0.2887164565749008
zh-min-nan,th,0.06,0.2005423742923743
ka,th,0.0313,0.2421616995388512
my,th,0.0,0.1783544233544233
cv,th,0.0,0.1949233942012579
mwl,th,0.02,0.2008680763680763
br,th,0.022,0.2071119589045285
cs,th,0.025,0.2529900189808471
nap,th,0.03,0.1945173258114434
sq,th,0.047,0.2895988927738928
mzn,th,0.0,0.2518075258075258
nn,th,0.031,0.2074720742707584
rm,th,0.01,0.1807012432012431
la,th,0.047,0.261569425019425
pt,th,0.0974,0.3325285258291759
hak,th,0.0,0.1230920190920191
bn,th,0.046,0.3157592330184436
vls,th,0.04,0.187608225108225
gn,th,0.03,0.184535742035742
et,th,0.0233,0.247688253404662
crh,th,0.04,0.2576709401709401
frr,th,0.01,0.1481723831723831
bs,th,0.027,0.23815269385757
mhr,th,0.0,0.1709881556352145
mi,th,0.0,0.2877857142857142
jv,th,0.02,0.3106580086580087
ia,th,0.07,0.2130522663610899
lt,th,0.0351,0.275890919388489
ay,th,0.01,0.1912905264669971
ast,th,0.039,0.2144690460897891
gan,th,0.0,0.1643759018759019
en,th,0.0781,0.3480650107829907
gu,th,0.0,0.1615589688089688
cdo,th,0.0,0.1019609997845292
ur,th,0.041,0.2788428377178377
km,th,0.01,0.1393943833943834
fy,th,0.022,0.2170877250544433
os,th,0.01,0.2365454822954822
cbk-zam,th,0.06,0.308036075036075
az,th,0.047,0.3012267701252995
be-x-old,th,0.028,0.2352469163189751
vo,th,0.06,0.3824999999999998
hr,th,0.0311,0.2408622528194199
ceb,th,0.05,0.2818066378066378
fiu-vro,th,0.0,0.1859431124431124
an,th,0.101,0.3804702669879141
eo,th,0.0553,0.2639891098031655
bo,th,0.0,0.0811832611832611
tk,th,0.0,0.1959199623905506
sw,th,0.058,0.2550418212506448
mk,th,0.046,0.2411845784418539
lmo,th,0.01,0.1438541693085036
ksh,th,0.02,0.1568080906022082
tg,th,0.09,0.3108318903318903
ug,th,0.0,0.1228472377295906
am,th,0.01,0.2652695637695638
tl,th,0.133,0.3221829531579532
pl,th,0.0294,0.23351297911325
li,th,0.04,0.2344266387207564
ko,th,0.0112,0.20424917461967
ig,th,0.03,0.2567570762570763
mg,th,0.23,0.5239157443863326
id,th,0.2124,0.4078921300577647
zh,th,0.0923,0.3448657602742974
qu,th,0.04,0.2478718666953961
zh-yue,th,0.0484,0.2991976895301121
arc,th,0.0,0.1122621267621267
ar,th,0.109,0.3227666818501415
mr,th,0.008,0.2143370181675909
pa,th,0.04,0.2949501560530972
es,th,0.0928,0.3340030700972574
hsb,th,0.02,0.2258401582078052
sl,th,0.0359,0.2524514700925149
eu,th,0.0325,0.2558668132211785
ln,th,0.01,0.1249419191919192
wa,th,0.03,0.2173782296135237
ro,th,0.0957,0.3262842765387347
zea,th,0.01,0.1727172827172826
diq,th,0.02,0.1721227106227106
io,th,0.06,0.2214126984126984
gl,th,0.0814,0.3103622373197837
eml,th,0.0,0.168834869378987
fr,th,0.0579,0.277455626117089
fi,th,0.023,0.2283801250452334
si,th,0.0,0.3255862405568288
it,th,0.0524,0.308247842599437
war,th,0.08,0.2664444444444445
oc,th,0.05,0.2648578643578643
af,th,0.03,0.2343749915117562
kn,th,0.01,0.219573482073482
su,th,0.04,0.2892734487734487
no,th,0.0285,0.2124448411993923
kk,th,0.021,0.2676563270063269
zh,tl,0.2395,0.5579825647280137
mhr,tl,0.32,0.5914365079365079
ce,tl,0.21,0.573634199134199
si,tl,0.43,0.6501385281385282
ay,tl,0.33,0.4431774891774891
ace,tl,0.19,0.5229321789321788
tr,tl,0.4792,0.7569618018840465
sw,tl,0.53,0.6724644230984013
pl,tl,0.4715,0.7343473996041797
te,tl,0.395,0.623477969399022
dv,tl,0.14,0.4569473304473304
ca,tl,0.6532,0.7889677659775726
bs,tl,0.419,0.7095257175830706
id,tl,0.3809,0.6683828092134904
kn,tl,0.5,0.6565238095238095
ro,tl,0.6756,0.8327112837454943
or,tl,0.12,0.4374681429681428
ilo,tl,0.71,0.7954363969363969
el,tl,0.5126,0.7284576489325948
ja,tl,0.163,0.5133484534565882
bn,tl,0.699,0.7714607851299029
os,tl,0.43,0.6712164502164503
et,tl,0.4778,0.740675320598734
ku,tl,0.57,0.762125541125541
ne,tl,0.61,0.8170028860028861
nds,tl,0.59,0.7575512265512266
bat-smg,tl,0.47,0.6706507936507937
diq,tl,0.4,0.6334877344877345
ar,tl,0.344,0.7011098523183044
jv,tl,0.5,0.749098484848485
ast,tl,0.474,0.7636726479231123
fur,tl,0.25,0.5603945498945498
arz,tl,0.38,0.7071655011655011
nn,tl,0.464,0.6971755323967398
hr,tl,0.4702,0.7325646345896965
rw,tl,0.22,0.6292272727272726
ba,tl,0.44,0.7011731601731601
sl,tl,0.5372,0.7012778317021815
ln,tl,0.41,0.6309176379176379
wa,tl,0.27,0.4972951127819549
io,tl,0.57,0.6861526251526251
vls,tl,0.49,0.727974025974026
tk,tl,0.28,0.5258492063492063
map-bms,tl,0.24,0.5202380952380952
nl,tl,0.5293,0.7463818045293201
my,tl,0.27,0.6041103896103895
ka,tl,0.4574,0.712834131671562
da,tl,0.5494,0.7586263159887928
kk,tl,0.453,0.7105794205794206
zh-classical,tl,0.16,0.4285785733873969
ia,tl,0.2,0.5615759251068848
li,tl,0.57,0.7343800186741363
ta,tl,0.395,0.6531032967032967
tt,tl,0.405,0.7216121572871573
sco,tl,0.62,0.7415714285714285
xmf,tl,0.3,0.5672698412698413
mi,tl,0.16,0.481046176046176
scn,tl,0.59,0.7505323565323566
zh-yue,tl,0.248,0.5306065186868515
als,tl,0.45,0.635702595649964
tg,tl,0.6,0.7967292250233428
fy,tl,0.56,0.7415322631702663
hsb,tl,0.59,0.7568641456582634
ang,tl,0.29,0.5433391053391053
am,tl,0.27,0.4375512265512265
th,tl,0.0787,0.325446103358286
mk,tl,0.44,0.7330200454859899
sk,tl,0.5125,0.7523581829376333
ky,tl,0.37,0.5241269841269841
sh,tl,0.4279,0.7577429678268068
ig,tl,0.22,0.5293333333333332
lb,tl,0.507,0.7109397835222913
he,tl,0.302,0.6487663063381407
de,tl,0.4676,0.7080609859876966
fa,tl,0.3153,0.6962847495658796
br,tl,0.423,0.6152141851440612
mg,tl,0.49,0.6745714285714286
pdc,tl,0.2,0.5094365079365079
sd,tl,0.13,0.6062301587301587
sv,tl,0.4235,0.689868185961785
eo,tl,0.5035,0.720195064992627
lv,tl,0.5652,0.7508538580038813
uk,tl,0.4701,0.735450086256193
cdo,tl,0.14,0.3142936507936508
ml,tl,0.52,0.6875425012895601
km,tl,0.08,0.3926111111111111
lt,tl,0.55,0.7633236462634373
ceb,tl,0.58,0.7160793650793651
bg,tl,0.5498,0.7427723466497382
ga,tl,0.503,0.7464926921032183
sah,tl,0.48,0.7294529914529915
nap,tl,0.34,0.6449194792135968
so,tl,0.29,0.5375714285714285
vep,tl,0.66,0.8373421676362853
ckb,tl,0.476,0.6762313131313132
eu,tl,0.464,0.7184344255761438
gd,tl,0.59,0.6682063492063491
hu,tl,0.4804,0.726640579373327
mr,tl,0.372,0.6939617680565049
qu,tl,0.58,0.7475854521295697
min,tl,0.15,0.5358015873015873
sa,tl,0.15,0.4676428571428571
pms,tl,0.47,0.7250587102955524
vi,tl,0.471,0.7148080399803156
cbk-zam,tl,0.18,0.6125573315573315
vec,tl,0.47,0.6588081969629956
es,tl,0.4737,0.7637772409676667
su,tl,0.43,0.6533730158730158
gl,tl,0.6145,0.8030825341222245
co,tl,0.13,0.4893650793650793
lij,tl,0.14,0.4342001332001332
fr,tl,0.5658,0.7743886413328673
it,tl,0.5471,0.7717350080526628
pnb,tl,0.59,0.675952380952381
ext,tl,0.15,0.5046516816516816
ps,tl,0.19,0.5020562770562771
be,tl,0.597,0.758582475204534
af,tl,0.459,0.6940701101186396
zea,tl,0.21,0.5582041847041846
arc,tl,0.02,0.2549177489177489
nov,tl,0.43,0.7217762237762239
zh-min-nan,tl,0.42,0.5206919191919193
gn,tl,0.42,0.6222619047619048
uz,tl,0.676,0.8096611999111999
vo,tl,0.43,0.43
az,tl,0.44,0.6869822475941672
lmo,tl,0.32,0.6657822073007832
ko,tl,0.3287,0.6216900847037379
no,tl,0.4484,0.7248004768270946
is,tl,0.456,0.7200918424712542
fi,tl,0.4794,0.7432645832126251
en,tl,0.5249,0.7385942247389694
bo,tl,0.09,0.2189523809523809
mzn,tl,0.46,0.7276794316794317
pt,tl,0.6192,0.7979926013666416
eml,tl,0.22,0.4563089786030962
as,tl,0.54,0.6148498168498169
gu,tl,0.48,0.6866366966366965
crh,tl,0.27,0.5462857142857142
sq,tl,0.643,0.78887971309736
bar,tl,0.46,0.6173520923520923
tl,tl,0.934,0.9602370983849312
war,tl,0.72,0.8095482295482296
ms,tl,0.483,0.645202888150721
hy,tl,0.243,0.5795353837253219
sr,tl,0.4545,0.727267935011325
szl,tl,0.26,0.5370670995670995
rm,tl,0.36,0.6363150679729627
csb,tl,0.27,0.5668958916900092
mt,tl,0.44,0.7226385281385282
fo,tl,0.55,0.7064139292080469
mn,tl,0.54,0.7448540348540348
be-x-old,tl,0.474,0.6917030578554572
yi,tl,0.29,0.6748665223665223
la,tl,0.642,0.7649999216469805
ru,tl,0.4019,0.5912375077545433
wuu,tl,0.14,0.4458888888888889
fiu-vro,tl,0.34,0.6141699346405229
oc,tl,0.61,0.719468142968143
an,tl,0.603,0.8226800682977153
jbo,tl,0.18,0.4039999999999999
cs,tl,0.4904,0.7391924110349575
pa,tl,0.38,0.6997801379906644
ur,tl,0.464,0.7229031191031191
simple,tl,0.575,0.786919090223502
gan,tl,0.2,0.428
bh,tl,0.23,0.6120079365079365
yo,tl,0.6,0.6421587301587302
frr,tl,0.17,0.4895425685425685
hi,tl,0.542,0.721982177136589
ksh,tl,0.28,0.5600308123249299
hak,tl,0.11,0.3076147186147187
cv,tl,0.46,0.715401875901876
cy,tl,0.458,0.6691578277931219
ug,tl,0.12,0.3568744588744589
mwl,tl,0.15,0.4878424353424353
cbk-zam,tr,0.4,0.675626318126318
cv,tr,0.58,0.7732392607392607
ja,tr,0.2076,0.5547456828345374
lb,tr,0.606,0.7622908186584657
arc,tr,0.17,0.3423650793650793
ru,tr,0.6395,0.7526211000042269
jv,tr,0.53,0.7654339826839828
szl,tr,0.57,0.6689956709956709
ksh,tr,0.4,0.5946721611721612
nl,tr,0.7307,0.8437542320768328
mn,tr,0.68,0.7922539682539683
bg,tr,0.7183,0.8211819404211201
tl,tr,0.612,0.7068874246668364
tt,tr,0.592,0.7698285267020561
ba,tr,0.58,0.7250145965145965
mi,tr,0.38,0.6935555555555556
ga,tr,0.645,0.78907646266702
li,tr,0.6,0.7142783882783884
so,tr,0.53,0.6753333333333333
hak,tr,0.38,0.4459285714285713
rm,tr,0.56,0.7177375728846316
el,tr,0.742,0.8307438887471319
mk,tr,0.796,0.8695494654038772
